121059;Аккумулятор Apple iPhone 4, 1420 mAh, копия;;;0;30216
121061;Аккумулятор Apple iPhone 4S, 1430 mAh;;;0;30216
121064;Аккумулятор Apple iPhone 5, 1440 mAh;;;0;30216
121063;Аккумулятор Apple iPhone 5, 1440 mAh, копия;;;0;30216
121067;Аккумулятор Apple iPhone 5S, 1560 mAh;;;0;30216
121066;Аккумулятор Apple iPhone 5S, 1560 mAh, копия;;;0;30216
121073;Аккумулятор Apple iPhone 6 Plus, 2915 mAh;;;0;30216
121072;Аккумулятор Apple iPhone 6 Plus, 2915 mAh, копия;;;0;30216
121069;Аккумулятор Apple iPhone 6, 1810 mAh;;;0;30216
121068;Аккумулятор Apple iPhone 6, 1810 mAh, копия;;;0;30216
121077;Аккумулятор Apple iPhone 6S, 1715 mAh;;;0;30216
121076;Аккумулятор Apple iPhone 6S, 1715 mAh, копия;;;0;30216
121085;Аккумулятор Apple iPhone XR, 2942 mAh, копия;;;0;30216
121088;Аккумулятор Apple iPhone XS Max, 3174 mAh, копия;;;0;30216
121087;Аккумулятор Apple iPhone XS, 2658 mAh, копия;;;0;30216
121058;Оригинальный аккумулятор Apple iPhone 11 Pro Max, 3969 mAh;;;0;30216
121057;Оригинальный аккумулятор Apple iPhone 11, 3110 mAh;;;0;30216
121060;Оригинальный аккумулятор Apple iPhone 4, 1420 mAh;;;0;30216
121062;Оригинальный аккумулятор Apple iPhone 4S, 1430 mAh;;;0;30216
121065;Оригинальный аккумулятор Apple iPhone 5, 1440 mAh;;;0;30216
121298;Оригинальный аккумулятор Apple iPhone 5, 1440 mAh, Baseus;;;0;30216
121074;Оригинальный аккумулятор Apple iPhone 6 Plus, 2915 mAh;;;0;30216
121075;Оригинальный аккумулятор Apple iPhone 6 Plus, 3400 mAh, Baseus;;;0;30216
121070;Оригинальный аккумулятор Apple iPhone 6, 1810 mAh;;;0;30216
121071;Оригинальный аккумулятор Apple iPhone 6, 2200 mAh, Baseus;;;0;30216
121081;Оригинальный аккумулятор Apple iPhone 6S Plus, 2750 mAh;;;0;30216
121082;Оригинальный аккумулятор Apple iPhone 6S Plus, 2750 mAh, Baseus;;;0;30216
121083;Оригинальный аккумулятор Apple iPhone 6S Plus, 3400 mAh, Baseus;;;0;30216
121078;Оригинальный аккумулятор Apple iPhone 6S, 1715 mAh;;;0;30216
121079;Оригинальный аккумулятор Apple iPhone 6S, 1715 mAh, Baseus;;;0;30216
121080;Оригинальный аккумулятор Apple iPhone 6S, 2200 mAh, Baseus;;;0;30216
121084;Оригинальный аккумулятор Apple iPhone 8, 2200 mAh, Baseus;;;0;30216
121086;Оригинальный аккумулятор Apple iPhone XR, 2942 mAh;;;0;30216
121089;Оригинальный аккумулятор Apple iPhone XS Max, 3174 mAh;;;0;30216
115203;"Оригинальный аккумулятор Asus FonePad HD 7"" (ME372CG K00E), Padfone 7, C11P1310, 3950 mAh";;;0;30159
115202;Оригинальный аккумулятор Asus Fonepad Note 6 (ME560CG), Fonepad Note FHD6, C11P1309;;;0;30159
114902;"Оригинальный аккумулятор Asus ME170C MeMO Pad 7"", FE170CG, FE7010CG (K01A, K012, K017), C11P1327, 3910 mAh";;;0;30159
114901;Оригинальный аккумулятор Asus ME175 Memo Pad, ME715 Memo Pad, (K00S, K00Z), C11P1311;;;0;30159
114900;Оригинальный аккумулятор Asus ME571 Google Nexus 7 (2013) (K008, K009), C11P1303/C11PN5H;;;0;30159
115204;Оригинальный аккумулятор Asus Memo Pad 7 (ME176C), C11P1326;;;0;30159
115201;Оригинальный аккумулятор Asus MeMO Pad HD7 ME173X (K00B), ME176CX, VivoTab Note 8 (M80TA), Z580C (P01MA), C11P1304, 3950 mAh;;;0;30159
120027;Оригинальный аккумулятор Asus ROG Phone 2 (ZS660KL), ROG Phone II Ultimate, C11P1901;;;0;30159
115205;Оригинальный аккумулятор Asus Zen Pad 10 (Z300C), C11P1502, 3400 mAh;;;0;30159
113124;Оригинальный аккумулятор Asus ZenFone 2 (ZE550CL), ZenFone 2 (ZE551ML), ZenFone 2 (ZE550ML), C11P1424, 3000 mAh;;;0;30159
114906;Оригинальный аккумулятор Asus ZenFone 2 Laser (ZE500KG), ZenFone 2 Laser (ZE500KL), C11P1428, 2400 mAh;;;0;30159
116439;Оригинальный аккумулятор Asus ZenFone 2 Laser (ZE500KL), ZenFone 2 Laser (ZB551KL), B11P1428;;;0;30159
113121;Оригинальный аккумулятор Asus ZenFone 2 Laser (ZE551KL), ZenFone Selfie (ZD551KL), ZenFone 2 Laser (ZE550KL), ZenFone 2 Laser ZE601KL), C11P1501, 3000 mAh;;;0;30159
114908;Оригинальный аккумулятор Asus ZenFone 3 (ZE520KL), ZenFone Live (ZB501KL), C11P1601, 2650 mAh;;;0;30159
115231;Оригинальный аккумулятор Asus ZenFone 3 (ZE552KL), ZenFone 3 Deluxe (ZS570KL), ZenFone 4 Selfie Pro (ZD552KL), C11P1511, 3000 mAh;;;0;30159
115069;Оригинальный аккумулятор Asus ZenFone 3 Deluxe (ZS570KL), C11P1603, 3380 mAh;;;0;30159
115206;Оригинальный аккумулятор Asus ZenFone 3 Laser (ZC551KL), C11P1606, 3000 mAh;;;0;30159
114814;Оригинальный аккумулятор Asus ZenFone 3 Max (ZC520TL), ZenFone Max Plus (M1) (ZB570TL), C11P1611, 4130 mAh;;;0;30159
114815;Оригинальный аккумулятор Asus ZenFone 3 Max (ZC553KL), ZenFone 4 Max (ZC520KL), C11P1609, 4100 mAh;;;0;30159
115070;Оригинальный аккумулятор Asus ZenFone 3 Zoom (ZE553KL), C11P1612;;;0;30159
118222;Оригинальный аккумулятор Asus ZenFone 3s Max (ZC521TL), C11P1614;;;0;30159
113122;Оригинальный аккумулятор Asus ZenFone 4 (A400CXG), C11P1320;;;0;30159
114903;Оригинальный аккумулятор Asus ZenFone 4 (A400CXG, A400CG), C11P1404;;;0;30159
118223;Оригинальный аккумулятор Asus ZenFone 4 (A450CG), C11P1403, 1750 mAh;;;0;30159
113125;Оригинальный аккумулятор Asus ZenFone 5 (A500KL), ZenFone 5 (A501CG), C11P1324, 2050 mAh;;;0;30159
114904;Оригинальный аккумулятор Asus ZenFone 5 Lite (A502CG), C11P1410, 2500 mAh;;;0;30159
113123;Оригинальный аккумулятор Asus ZenFone 6 (A600CG), C11P1325, 3300 mAh;;;0;30159
114899;Оригинальный аккумулятор Asus ZenFone C (ZC451CG), B11P1421;;;0;30159
116438;Оригинальный аккумулятор Asus ZenFone Go (ZB450KL), ZenFone Go (ZC451TG), B11P1415;;;0;30159
114816;Оригинальный аккумулятор Asus ZenFone Go (ZB500KL), B11P1602, 2660 mAh;;;0;30159
114817;Оригинальный аккумулятор Asus ZenFone Go (ZB551KL), B11P1510, 3010 mAh;;;0;30159
114905;Оригинальный аккумулятор Asus ZenFone Go (ZB552KL), ZenFone 2 Deluxe (ZE551ML), C11P1423;;;0;30159
114818;Оригинальный аккумулятор Asus ZenFone Go (ZC500TG), C11P1506, 2000 mAh;;;0;30159
120051;Оригинальный аккумулятор Asus ZenFone Live L1 (ZA550KL), ZenFone Lite L1 (ZA551KL), С11P1709;;;0;30159
114819;Оригинальный аккумулятор Asus ZenFone Max (ZC550KL), C11P1508, 5000 mAh;;;0;30159
120052;Оригинальный аккумулятор Asus ZenFone Max M2 (ZB632KL), ZenFone Max M2 (ZB633KL), С11P1805;;;0;30159
118224;Оригинальный аккумулятор Asus ZenFone Max Pro M1 (ZB601KL, ZB602KL), Max Pro M2 (ZB631KL), C11P1706;;;0;30159
115230;Оригинальный аккумулятор Asus ZenFone Zoom (ZX550ML), ZenFone Zoom (ZX551ML), C11P1507, 2900 mAh;;;0;30159
120050;Оригинальный аккумулятор Asus ZenFone5 5Z (ZE620KL, ZS620KL), С11P1708;;;0;30159
115229;Оригинальный аккумулятор Asus ZenPad 8.0 (Z380C) Wi-Fi, Asus ZenPad 8.0 (Z380KL) LTE, C11P1505, 3950 mAh;;;0;30159
114907;Оригинальный аккумулятор Asus ZenPad C 7.0 Z170C Wi-Fi, C11P1429, 3450 mAh;;;0;30159
120049;Оригинальный аккумулятор Asus ZenPad S 8.0 (Z580C, Z580CA), С11P1510;;;0;30159
